Order_ID,Date,Region,Category,Payment_Method,Units_Sold,Unit_Price,Discount_Pct,Customer_Age,Rating,Revenue
ORD-1277,2023-10-05,South,Clothing,Cash,35.0,31.64,23.5,22.0,1.3,847.16
ORD-1278,2023-10-06,North,Clothing,Net Banking,1.0,298.25,14.4,51.0,3.9,255.3
ORD-1279,2023-10-07,South,Clothing,Credit Card,40.0,,1.2,65.0,1.3,19747.35
ORD-1280,2023-10-08,West,Furniture,Credit Card,22.0,282.35,4.9,54.0,1.3,5907.33
ORD-1281,2023-10-09,West,Electronics,UPI,29.0,241.87,13.2,32.0,1.0,6088.35
ORD-1282,2023-10-10,South,Groceries,Credit Card,8.0,163.3,21.7,61.0,4.8,1022.91
ORD-1283,2023-10-11,East,Clothing,Cash,11.0,69.06,17.8,53.0,4.0,624.44
ORD-1284,2023-10-12,South,Sports,UPI,41.0,368.2,19.5,32.0,2.4,12152.44
ORD-1285,not-a-date,East,Clothing,Credit Card,37.0,104.37,14.4,,2.2,3305.61
ORD-1286,2023-10-14,North,Sports,UPI,14.0,66.49,18.5,65.0,2.4,758.65
ORD-1287,2023-10-15,North,Furniture,Credit Card,30.0,216.66,9.9,40.0,4.1,5856.32
ORD-1288,2023-10-16,North,Sports,Credit Card,35.0,399.72,14.1,23.0,3.6,12017.58
ORD-1289,2023-10-17,West,Groceries,Credit Card,21.0,375.08,22.3,63.0,,6120.18
ORD-1290,2023-10-18,North,Electronics,Cash,37.0,36.89,26.2,,1.7,1007.32
ORD-1291,2023-10-19,East,Sports,Cash,5.0,233.02,13.0,61.0,,1013.64
ORD-1292,2023-10-20,North,Sports,UPI,19.0,265.99,1.3,60.0,3.6,4988.11
ORD-1293,2023-10-21,South,Electronics,Credit Card,14.0,325.83,4.9,62.0,4.1,4338.1
ORD-1294,2023-10-22,South,Groceries,Credit Card,26.0,328.58,0.6,38.0,2.1,8491.82
ORD-1295,2023-10-23,,Clothing,Cash,4.0,,19.6,40.0,1.1,100000.0
ORD-1296,2023-10-24,South,Sports,Credit Card,25.0,284.73,10.0,,1.3,6406.42
ORD-1297,2023-10-25,East,Electronics,Cash,45.0,245.72,16.3,33.0,4.9,9255.04
ORD-1298,2023-10-26,North,Furniture,Credit Card,42.0,443.65,14.8,64.0,2.2,15875.57
ORD-1299,2023-10-27,,Electronics,UPI,25.0,,2.4,32.0,4.1,6583.85
ORD-1254,2023-09-12,North,Sports,Cash,2.0,11.15,9.7,55.0,4.6,20.14
ORD-1057,2023-02-27,North,Furniture,Net Banking,5.0,135.45,3.6,22.0,1.4,652.87
ORD-1150,2023-05-31,East,Groceries,Net Banking,39.0,282.79,23.1,67.0,1.5,8481.15
ORD-1066,2023-03-08,West,Furniture,Cash,47.0,193.47,15.5,19.0,5.0,7683.66
ORD-1114,2023-04-25,East,Sports,Net Banking,36.0,204.69,10.0,64.0,3.7,6631.96
ORD-1280,2023-10-08,West,Furniture,Credit Card,22.0,282.35,4.9,54.0,1.3,5907.33
ORD-1204,2023-07-24,West,Sports,Cash,31.0,42.92,2.7,19.0,2.2,1294.6
ORD-1249,2023-09-07,East,Clothing,UPI,10.0,355.41,16.0,66.0,2.9,2985.44
ORD-1037,2023-02-07,North,Electronics,Net Banking,30.0,256.12,27.3,20.0,1.8,5585.98
ORD-1177,2023-06-27,East,Groceries,Cash,41.0,,24.8,27.0,1.3,11999.2
